titleId,production_companies_name
tt0079010,RAI
tt0079010,Vides Cinematografica
tt0079010,Action Films
tt0079013,United Artists
tt0079019,José Frade
tt0079019,Les Films Princesse
tt0079019,New Film Production
tt0079020,Mosfilm
tt0079023,Janus Film und Fernsehen
tt0079023,Artificial Eye
tt0079023,Straub-Huillet
tt0079023,Ina
tt0079023,RAI
tt0079027,Film Ventures International
tt0079028,ZDF
tt0079028,Pro-ject Filmproduktion
tt0079028,Von Vietinghoff Filmproduktion (VVF)
tt0079028,FFAT
tt0079030,Rainbow Productions
tt0079030,Atlas Ltd.
tt0079031,Producciones Esme S.A.
tt0079031,Plata Films S.A.
tt0079031,Noble Production Inc.
tt0079032,Ina
tt0079039,Odyssey
tt0079039,Delirium Associates
tt0079041,Shochiku
tt0079042,Yuk Fung (H. K.) Production Co.
tt0079042,Ltd.
tt0079048,Pearl City Film Production Ltd.
tt0079048,Aau Go Yue Lok Gung Shut
tt0079051,Seasonal Film Corporation
tt0079054,Rizzoli Film
tt0079058,Filmarpa
tt0079063,Gaumont
tt0079063,Caméra One
tt0079063,Opera Film Produzione
tt0079063,France 2
tt0079063,Janus Film und Fernsehen
tt0079063,Opéra National de Paris
tt0079065,Daimo Cinematografica
tt0079072,Flora Film
tt0079072,Fulvia Film
tt0079073,The Mirisch Company
tt0079073,Universal Pictures
tt0079076,Asso Asia Films
tt0079077,A.M.A. Film
tt0079082,Navaron Productions
tt0079083,Tango Film
tt0079083,Filmverlag der Autoren
tt0079083,Pro-ject Filmproduktion
tt0079086,Lola Films
tt0079086,Les Productions de la Guéville
tt0079090,"Zespól Filmowy ""X"""
tt0079090,Film Polski
tt0079090,Polish Corporation for Film Production
tt0079091,S.N. Prodis
tt0079091,ATC 3000
tt0079094,The Rank Organisation
tt0079094,Peter Shaw Productions
tt0079095,Albatros Filmproduktion
tt0079095,Fengler Films
tt0079095,Filmverlag der Autoren
tt0079095,Tango Film
tt0079095,Trio Films
tt0079095,WDR
tt0079100,Columbia Pictures
tt0079100,Universal Pictures
tt0079100,Wildwood Enterprises
tt0079104,Othellos Films
tt0079104,Andromeda International Films
tt0079115,SNPC - Società Nazionale Produzioni Cinematografiche
tt0079115,Arturo González Producciones Cinematográficas
tt0079116,Paramount
tt0079116,Malpaso Productions
tt0079117,ITC Entertainment
tt0079118,Golan-Globus Productions
tt0079118,Noah Films
tt0079123,Merchant Ivory Productions
tt0079135,Comex
tt0079135,Films A.B.C.
tt0079135,Comex
tt0079138,Quadrant Films
tt0079138,Canadian Film Development Corporation (CFDC)
tt0079138,Michael Leibowitz Inc.
tt0079144,Krystal Motion Picture Productions
tt0079145,Société Nouvelle de Cinématographie (SNC)
tt0079145,Sara Films
tt0079147,Shaw Brothers
tt0079152,Sascha-Verleih
tt0079153,Scimitar Productions
tt0079153,ITC Entertainment
tt0079156,Dania Film
tt0079156,Medusa Produzione
tt0079168,American Cinema Productions
tt0079176,Paramount
tt0079176,NF Geria II Filmgesellschaft m.b.H.
tt0079180,Warner Bros. Pictures
tt0079182,Imamura Productions
tt0079182,Shochiku
tt0079193,Mosfilm
tt0079197,Elite Film
tt0079200,Société Nouvelle de Cinématographie (SNC)
tt0079204,Kanoon
tt0079211,Alex Cinematografica
tt0079211,Rafran Cinematografica
tt0079218,Noah Films
tt0079218,Golan-Globus Productions
tt0079225,Backstage Productions
tt0079228,Bel Air/Gradison Productions
tt0079234,Langfilm
tt0079234,Nemo Film
tt0079240,United Artists
tt0079240,Starling Films
tt0079244,Georgianfilm
tt0079251,Films A2
tt0079251,Sara Films
tt0079252,Gaumont International
tt0079252,Cerito Films
tt0079252,Opera Film Produzione
tt0079257,The Great American Dream Machine Movie Company
tt0079260,Radios-Cinés S.A.
tt0079260,S. Productions
tt0079261,CIP Filmproduktion GmbH
tt0079261,United Artists
tt0079264,ZDF
tt0079264,Hallelujah-Film GmbH
tt0079264,Coleidon-Film
tt0079264,SND
tt0079264,Terra-Filmkunst
tt0079264,Neue Bioskop Film
tt0079268,Hanover Street
tt0079268,Columbia Pictures
tt0079271,A-Team
tt0079271,Columbia Pictures
tt0079278,Triple Play Productions
tt0079285,Transcontinental Film Productions (London)
tt0079285,ITC Entertainment
tt0079292,Kee Woo Film (H.K.) Co.
tt0079293,TOHO
tt0079293,Tezuka Productions
tt0079315,Lung Cheung Company Limited
tt0079320,Argos Films
tt0079320,Les Films du Jeudi
tt0079322,Antenne 2
tt0079322,SFP
tt0079322,V Films
tt0079323,Jochen Richter Filmproduktion
tt0079323,Elektra-Film GmbH
tt0079331,Georgianfilm
tt0079336,Warner Bros. Pictures
tt0079340,CLC
tt0079342,Medusa Distribuzione
tt0079342,Dania Cinematografica
tt0079342,Nuova Dania Cinematografica
tt0079351,Denver Film Productions
tt0079362,Films Internacionales (FISA)
tt0079362,Jaguar Productions
tt0079367,Universal Pictures
tt0079367,Aspen Film Society
tt0079368,Inspirational Films
tt0079370,The Eternal Film (H.K.) Co.
tt0079371,Shaw Brothers
tt0079411,Funny-Films
tt0079417,Columbia Pictures
tt0079428,Hammer Film Productions
tt0079428,The Rank Organisation
tt0079429,New World Pictures
tt0079432,Shaw Brothers
tt0079437,United Artists
tt0079437,Taylor-Wigutow Productions
tt0079449,"""Les Films de l'Alma"""
tt0079449,Coral Films
tt0079450,Universal Pictures
tt0079454,Shaw Brothers
tt0079463,Corona Cinematografica
tt0079463,Zodiac Produzioni
tt0079467,Fedelfilm
tt0079470,HandMade Films
tt0079470,Python (Monty) Pictures Limited
tt0079472,Orange Sky Golden Harvest
tt0079477,Trinacra Films
tt0079477,Pan Arts
tt0079477,Orion Pictures
tt0079477,Warner Bros. Pictures
tt0079482,Victorian Film
tt0079482,Dugong Films
tt0079482,Australian Film Commission
tt0079484,Lo Wei Motion Picture Co.
tt0079486,Gordon Film Productions
tt0079488,ITC Entertainment
tt0079488,Sir Lew Grade (ITC)
tt0079489,Melvin Simon Productions
tt0079489,American International Pictures
tt0079495,Fiction Cinematografica S.p.a.
tt0079495,20th Century Fox
tt0079497,Société Nouvelle de Cinématographie (SNC)
tt0079497,Bela Productions
tt0079497,France 3 Cinéma
tt0079501,Kennedy Miller Productions
tt0079501,Crossroads
tt0079501,Mad Max Films
tt0079501,American International Pictures
tt0079504,NF Geria III-Produktion München
tt0079504,Geria III
tt0079504,Golan-Globus Productions
tt0079504,Cannon Group
tt0079509,Cheung Ming Film
tt0079509,Chang Chiang Film (Taiwan) Co.
tt0079510,Barwood Films
tt0079510,Warner Bros. Pictures
tt0079513,Mars Film Produzione
tt0079515,Films Dara
tt0079515,Ízaro Films
tt0079515,Estela Films
tt0079517,Pierson Productions
tt0079517,Elías Querejeta P. C.
tt0079517,Les Films Molière
tt0079520,Bennettfilms Inc.
tt0079520,McNichol
tt0079522,United Artists
tt0079522,Jack Rollins & Charles H. Joffe Productions
tt0079527,Shaw Brothers
tt0079540,Canadian Film Development Corporation (CFDC)
tt0079540,Famous Players
tt0079540,Haliburton Films
tt0079541,Hollyco
tt0079542,Remar
tt0079543,Ciné Vog Films
tt0079543,Dimage
tt0079543,Luna Films
tt0079550,Palladium
tt0079550,American International Pictures
tt0079550,Meteor Joint Venture
tt0079574,United Artists
tt0079574,Eon Productions
tt0079574,Danjaq
tt0079574,Les Productions Artistes Associés
tt0079576,Universal Pictures
tt0079576,Lucasfilm Ltd.
tt0079578,Union Générale Cinématographique (UGC)
tt0079578,Sara Films
tt0079579,Mosfilm
tt0079579,Vtoroe Tvorcheskoe Obedinenie
tt0079580,Lionsgate
tt0079588,ITC Entertainment
tt0079588,The Jim Henson Company
tt0079592,Canadian Film Development Corporation (CFDC)
tt0079592,Famous Players
tt0079592,Highlight
tt0079596,New South Wales Film Corp.
tt0079596,Greater Union Organisation (GUO)
tt0079596,Margaret Fink Productions
tt0079607,R.T.A.
tt0079617,Filmalpha
tt0079617,NEF Diffusion
tt0079617,P.C. Domingo Pedret
tt0079619,Mosfilm
tt0079624,Roldvale Ltd
tt0079624,Elite Film
tt0079630,S. Benjamin Fisz Productions
tt0079631,Polyc International BV
tt0079631,Columbia Pictures
tt0079632,Firebird Films
tt0079638,20th Century Fox
tt0079640,Paramount
tt0079640,Frank Yablans Presentations
tt0079640,Regina Associates
tt0079641,Werner Herzog Filmproduktion
tt0079641,Gaumont
tt0079641,ZDF
tt0079653,Great China Film Company H. K.
tt0079655,Sabre Films
tt0079655,Vides Cinematografica
tt0079659,Jadran Film
tt0079659,Croatia Film
tt0079668,Black Marble Productions
tt0079668,AVCO Embassy Pictures
tt0079672,Faces Distribution
tt0079677,Trimedia Southwest Associates
tt0079677,Cinema Investments Company
tt0079677,Gilman-Westergaard Enterprises
tt0079679,Mosfilm
tt0079688,Orion Pictures
tt0079688,Warner Bros. Pictures
tt0079689,Bloody Mary Productions
tt0079689,Filmoblic
tt0079689,Lotus Films
tt0079696,"Zespól Filmowy ""X"""
tt0079696,Pierson Production
tt0079696,Les Films Molière
tt0079700,United Artists
tt0079700,Hemdale Film
tt0079700,Passage Films
tt0079700,Monday Films
tt0079701,Les Films du Livradois
tt0079701,Ina
tt0079701,Renn Productions
tt0079701,France 3 Cinéma
tt0079703,ZDF
tt0079703,Kairos-Film
tt0079710,"""Lion's Gate Films"""
tt0079710,20th Century Fox
tt0079714,AVCO Embassy Pictures
tt0079714,New Breed Productions
tt0079716,Tanagra Productions
tt0079716,Impex Films
tt0079718,Merope
tt0079723,Paramount
tt0079734,Dania Film
tt0079734,Medusa Distribuzione
tt0079742,Dimage
tt0079742,SND
tt0079744,Lenfilm
tt0079749,Eagle Films
tt0079749,Uzbekfilm
tt0079753,Universal Pictures
tt0079758,Paramount
tt0079759,Daimo Cinematografica
tt0079759,RAI
tt0079759,Albatros Filmproduktion
tt0079764,Satra
tt0079764,Sovexportfilm
tt0079764,Mosfilm
tt0079765,Filmauro
tt0079766,Polytel
tt0079766,The Who Films
tt0079770,Lions Gate Films
tt0079770,20th Century Fox
tt0079787,Ben Hashourot
tt0079787,Mica Films
tt0079787,Rosa Productions
tt0079788,National Cinematografica
tt0079805,Produzioni Atlas Consorziate
tt0079808,The Rank Organisation
tt0079813,New World Pictures
tt0079815,Rockers Film Corporation
tt0079817,Winkler Films
tt0079817,United Artists
tt0079820,Les Films Paul Grimault
tt0079820,Les Films Gibé
tt0079820,Antenne 2
tt0079822,United Artists
tt0079822,Compass International Pictures
tt0079826,20th Century Fox
tt0079832,Universal Pictures
tt0079832,Canadian Film Development Corporation (CFDC)
tt0079832,Guardian Trust Company
tt0079833,Tokyo Movie Shinsha
tt0079837,As Films
tt0079837,Dania Film
tt0079837,Medusa Distribuzione
tt0079837,National Cinematografica
tt0079843,Shoals Creek
tt0079843,Copa del Oro
tt0079843,Playboy Enterprises
tt0079845,Polytel International Film
tt0079845,Clesi Cinematografica
tt0079845,MK2 Films
tt0079845,RAI
tt0079845,Odyssia
tt0079854,MK2 Films
tt0079854,Sara Films
tt0079854,SAGA Production
tt0079854,Sonimage
tt0079854,CNC
tt0079854,ZDF
tt0079854,SRG SSR
tt0079854,ORF
tt0079856,3C - Cooperativa Cinematografica Conero
tt0079858,Melvin Simon Productions
tt0079858,20th Century Fox
tt0079859,Leone Film
tt0079866,Neue Bioskop Film
tt0079866,WDR
tt0079867,BR
tt0079867,Leguan Film Berlin
tt0079867,Sender Freies Berlin
tt0079871,Berwick Street Productions
tt0079871,"""Boyd's Company"""
tt0079871,Kendon Films Ltd.
tt0079872,Pal Cinematografica
tt0079873,Avia Films
tt0079875,Universal Pictures
tt0079883,An-ni Wang
tt0079883,Te-Chien Chen
tt0079885,Eurociné
tt0079885,Brux International Pictures
tt0079885,Canigo
tt0079886,Feng Nian
tt0079887,Lo Wei Motion Picture Co.
tt0079891,Chung Yuen Motion Picture Co.
tt0079892,Shaw Brothers
tt0079894,CFI Investments
tt0079894,SOTTC Film Productions Ltd.
tt0079899,Shaw Brothers
tt0079903,Shin Shin Film Enterprise (H.K.) Corporation
tt0079907,Tretye Tvorcheskoe Obyedinenie
tt0079907,Mosfilm
tt0079915,Wittman/Richter Films Inc.
tt0079920,Gaumont
tt0079920,France 3 Cinéma
tt0079920,Action Films
tt0079921,Asbrell Productions
tt0079921,Les Productions Orion
tt0079924,DEFA
tt0079937,362 Pictures
tt0079940,Raven Pictures
tt0079940,Doyon Limited
tt0079943,Cinemaster
tt0079944,Mosfilm
tt0079945,Paramount
tt0079946,Nat and Patrick Wachsberger Productions
tt0079946,New World Pictures
tt0079948,Paramount
tt0079965,Borson Productions
tt0079966,Hemdale
tt0079966,Fawcett-Majors Productions
tt0079968,American International Pictures
tt0079971,Almena Films
tt0079979,Film Polski
tt0079979,Film Polski
tt0079979,"Zespól Filmowy ""Tor"""
tt0079980,Prospectacle
tt0079980,Gaumont
tt0079999,Mosfilm
tt0080001,Artemis Film
tt0080001,PEA
tt0080009,Renn Productions
tt0080009,Timothy Burrill Productions
tt0080009,SFP
tt0080010,Dovzhenko Film Studios
tt0080010,Tallinnfilm
tt0080010,"Przedsiebiorstwo Realizacji Filmów ""Zespoły Filmowe"""
tt0080016,F.G. Film Productions
tt0080016,New South Wales Film Corp.
tt0080016,Victorian Film
tt0080025,Orion Pictures
tt0080031,First Artists
tt0080031,Solar Productions
tt0080031,Warner Bros. Pictures
tt0080038,Les Films 21
tt0080038,Adel Productions
tt0080038,Antenne 2
tt0080040,Charles Band Productions
tt0080041,Productions Marcel Dassault
tt0080041,Gaumont International
tt0080044,Allianz
tt0080044,TIT Filmproduktion
tt0080051,Dutch Filmworks
tt0080051,Actueel Films
tt0080051,Video For Pleasure
tt0080057,Variety Film Production
tt0080058,Merope
tt0080062,Walt Disney Productions
tt0080075,Midia Cinematografica
tt0080081,Crown International Pictures
tt0080081,Marimark Productions
tt0080082,Mafilm
tt0080084,Dean Film
tt0080094,PEA
tt0080097,Rastar Productions
tt0080101,Quattro Favalli Cinematografica
tt0080101,Mosfilm
tt0080103,Metro-Goldwyn-Mayer
tt0080114,Universal Pictures
tt0080117,Orion Pictures
tt0080120,Paramount
tt0080125,Les Films Soleil O
tt0080125,Office National de Cinema Mauritanian
tt0080125,R.T.A.
tt0080125,Societe Interafricaine de Production Cinemagraphique
tt0080125,Yanek Films
tt0080130,Melvin Simon Productions
tt0080130,Columbia Pictures
tt0080139,Winter Gold Productions
tt0080140,Ithaca
tt0080140,Anthea
tt0080147,New Line Cinema
tt0080148,Hong Hwa International Films (H.K.) Ltd.
tt0080149,Werner Herzog Filmproduktion
tt0080149,ZDF
tt0080152,Filmway Pictures Company
tt0080153,The Eternal Film (H.K.) Co.
tt0080156,First Films
tt0080157,CIP Filmproduktion GmbH
tt0080157,Universal Pictures
tt0080164,Canadian Film Development Corporation (CFDC)
tt0080164,Famous Players
tt0080164,Films RSL
tt0080166,Orange Sky Golden Harvest
tt0080172,Shaw Brothers
tt0080173,The Eternal Film (H.K.) Co.
tt0080179,Seasonal Film Corporation
tt0080180,Lamitas
tt0080180,Samarkand
tt0080180,Zulu Dawn NV
tt0080181,CTV 72 Film und Fernsehproduktion GmbH
tt0080184,Les Films 13
tt0080310,South Australian Film Corporation
tt0080318,Shaw Brothers
tt0080319,IPC Films
tt0080319,20th Century Fox
tt0080339,Paramount
tt0080342,Film Polski
tt0080342,"Zespół Filmowy ""X"""
tt0080354,Alligator Inc
tt0080360,Warner Bros. Pictures
tt0080361,I.T.F
tt0080361,Polytel International Film
tt0080361,RAI
tt0080362,Cinemec Produzione
tt0080363,Producciones Balcázar
tt0080365,Paramount
tt0080365,Freddie Fields Productions
tt0080377,Warner Bros. Pictures
tt0080377,Malpaso Productions
tt0080379,New Fida
tt0080379,Edmondo Amati presents
tt0080379,José Frade
tt0080379,Image Entertainment
tt0080380,Cannon Group
tt0080380,Golan-Globus Productions
tt0080388,Canadian Film Development Corporation (CFDC)
tt0080388,Famous Players Limited
tt0080388,Selta Films
tt0080388,International Cinema Corporation (ICC)
tt0080388,Cine-Neighbor
tt0080391,Four Square Productions
tt0080402,Orion Pictures
tt0080402,EMI Films
tt0080406,Diversity Music
tt0080408,Recorded Picture Company
tt0080408,The Rank Organisation
tt0080412,Filmfair Communications
tt0080415,SFP
tt0080415,Partnership Films
tt0080415,France 3 Cinéma
tt0080419,Svenska Filminstitutet
tt0080419,Treklövern
tt0080421,New World Pictures
tt0080431,IFI/Scope III
tt0080431,Milano Films International
tt0080432,Endeavour Films
tt0080436,Golden Harvest Productions
tt0080437,Lorimar Productions
tt0080437,United Artists
tt0080438,Filmarte
tt0080438,Rewind Film
tt0080439,Capital Film
tt0080440,Selenia Cinematografica
tt0080440,Italian International Film
tt0080441,M.B. Diffusion S.A.
tt0080447,Dehlavi Films
tt0080447,Cinegate
tt0080449,Hilda Film
tt0080453,Columbia Pictures
tt0080455,Universal Pictures
tt0080464,The Jerry Gross Organization
tt0080465,ITC Entertainment
tt0080469,Allied Stars
tt0080470,Ginis Films
tt0080470,Alpes Cinéma
tt0080470,Continental Film Distributors (CFD)
tt0080472,Second Street Films
tt0080472,Warner Bros. Pictures
tt0080474,20th Century Fox
tt0080475,HK and Malaya Movie Corp
tt0080479,Toei Company
tt0080482,LC Barreto
tt0080485,Arco Films
tt0080486,Eurociné
tt0080486,J.E. Films (Julian Esteban Films)
tt0080486,Lisa Film
tt0080487,Orion Pictures
tt0080487,Warner Bros. Pictures
tt0080488,Vides Cinematografica
tt0080489,Da Ma Produzione
tt0080489,Les Productions Artistes Associés
tt0080491,Penthouse Films International
tt0080491,Felix Cinematorgrafica
tt0080492,EMI Films
tt0080501,Scorpio Film Productions
tt0080501,Cleminternazionale Cinematografica
tt0080501,Hesperia Films
tt0080503,F.D. Cinematografica
tt0080509,Téléma
tt0080509,Les Films Français
tt0080509,Nordine FIlms
tt0080509,France 2
tt0080511,SFP
tt0080511,Dovidis
tt0080512,Shaw Brothers
tt0080513,Palm Beach Pictures
tt0080515,Film Finance Group
tt0080515,Polyc International BV
tt0080515,20th Century Fox
tt0080516,Chessman Park Productions
tt0080518,Cineteam Features
tt0080518,Concorde Film Produkte
tt0080520,Universal Pictures
tt0080523,Rose Films
tt0080523,DAL Productions
tt0080527,Albright Films Inc.
tt0080530,Leone Film
tt0080534,Embrafilme
tt0080534,Alter Filmes
tt0080534,Terra Filmes
tt0080536,Film Consortium of Canada
tt0080536,Milton Zyrman Production
tt0080539,Opera Film Produzione
tt0080539,Gaumont
tt0080541,Productions Marcel Dassault
tt0080541,Gaumont International
tt0080543,Spectacular Trading Company
tt0080543,Gioacchino Libratti Cinematografica
tt0080543,J.M. Productions
tt0080545,Melvin Simon Productions
tt0080549,Universal Pictures
tt0080552,Alexandre Films
tt0080552,Films A2
tt0080554,Ópalo Films
tt0080556,Rastar Productions
tt0080556,Columbia Pictures
tt0080561,Film Polski
tt0080563,Instituto Português do Cinema (IPC)
tt0080563,Fundação Calouste Gulbenkian
tt0080565,Gaumont
tt0080565,Gaumont International
tt0080569,CiP - Europaische Treuhand AG
tt0080569,Lorimar Film Entertainment
tt0080569,United Artists
tt0080576,Budapest Filmstúdió
tt0080596,Vortex Productions
tt0080596,Charles Band Productions
tt0080603,Astral Bellevue Pathé
tt0080603,Bloodstar Productions
tt0080603,Lamitas
tt0080605,Necta
tt0080606,Clemi Cinematografica
tt0080607,Trauma Associates
tt0080610,Les Films du Carrosse
tt0080610,Sédif Productions
tt0080610,SFP
tt0080610,TF1 Films Production
tt0080610,TF1
tt0080616,Helma Sanders-Brahms Filmproduktion
tt0080616,Literarisches Colloquium
tt0080616,WDR
tt0080623,Lo Wei Motion Picture Co.
tt0080634,The Ladd Company
tt0080636,Seasonal Film Corporation
tt0080641,Juniper Films
tt0080645,Scorpion
tt0080645,Crown International Pictures
tt0080646,Turbine Films Inc.
tt0080653,Dharma Productions
tt0080654,Nuova Dania Cinematografica
tt0080654,Dania Film
tt0080660,Metro-Film
tt0080660,Lisa Film
tt0080661,Filmways Pictures
tt0080661,Cinema 77 Films
tt0080662,Steen Herdel Filmproduktion
tt0080671,Earthling Associates
tt0080671,Filmways Pictures
tt0080671,Arkoff International
tt0080678,Brooksfilms
tt0080678,Paramount
tt0080684,Lucasfilm Ltd.
tt0080700,Les Films du Losange
tt0080700,Moonfleet
tt0080700,Gaumont
tt0080701,Zodiac Produzioni
tt0080701,Stacofilm
tt0080707,AVCO Embassy Pictures
tt0080707,Interstar
tt0080710,Herald Films
tt0080710,Lotus Films
tt0080710,Productora Fílmica Real
tt0080711,Leisure Investment Company
tt0080711,Movie Ventures
tt0080716,Metro-Goldwyn-Mayer
tt0080717,Shaw Brothers
tt0080718,Les Productions du Verseau
tt0080718,E.I. Productions
tt0080719,Maura International Films
tt0080724,Brooksfilms
tt0080724,20th Century Fox
tt0080728,Les Films du Losange
tt0080731,Playboy Enterprises
tt0080736,Bryna Productions
tt0080738,Artanis Productions Inc.
tt0080738,Filmways Pictures
tt0080742,Shin Shin Film Enterprise (H.K.) Corporation
tt0080743,Shaw Brothers
tt0080745,Dino De Laurentiis Company
tt0080745,Starling Films
tt0080745,Universal Pictures
tt0080745,Famous Films (II)
tt0080749,AVCO Embassy Pictures
tt0080749,EDI
tt0080749,Debra Hill Productions
tt0080750,GCC Productions
tt0080750,Film Packages
tt0080752,Hercules Films
tt0080754,CIP Filmproduktion GmbH
tt0080754,Metro-Goldwyn-Mayer
tt0080756,Casablanca Filmworks
tt0080761,Georgetown Productions Inc.
tt0080761,Sean S. Cunningham Films
tt0080761,Paramount
tt0080764,A.M.A. Film
tt0080764,Medusa Distribuzione
tt0080765,Hesperia Films
tt0080768,TBS
tt0080768,KADOKAWA
tt0080771,Marimark Productions
tt0080771,Crown International Pictures
tt0080772,Toei Animation
tt0080774,Ismael González Díaz
tt0080787,Ahremess Inc.
tt0080793,FFF-French Movies
tt0080793,Les Films Caneuram
tt0080793,TV13
tt0080798,Columbia Pictures
tt0080801,CAT Films
tt0080801,Mimosa Films
tt0080802,Cannon Group
tt0080802,Golan-Globus Productions
tt0080813,"""Boyd's Company"""
tt0080813,Kendon Films Ltd.
tt0080813,Matrixbest
tt0080813,Virgin Films
tt0080822,Scandinavian Art Film
tt0080827,Bo Ho Films
tt0080827,Orange Sky Golden Harvest
tt0080827,Paragon Films Ltd.
tt0080828,Bojon Films Company Ltd.
tt0080833,Re-al productions International
tt0080833,Conacine
tt0080833,Care
tt0080833,Ízaro Films
tt0080836,Sunn Classic Pictures
tt0080842,Farflight Investments
tt0080842,The Australian Film Commission
tt0080842,The Western Australian Film Council
tt0080842,ACE Theatres
tt0080842,The Greater Union Organisation Pty. Ltd.
tt0080842,Caidin Film Co.
tt0080846,ITC Entertainment
tt0080846,Marcel/Robertson Productions Limited
tt0080846,Chips Productions
tt0080847,Victory Film
tt0080847,Telecinema
tt0080850,Metro-Goldwyn-Mayer
tt0080853,Crown International Pictures
tt0080854,Orion Pictures
tt0080854,Further Productions
tt0080855,United Artists
tt0080861,Walt Disney Productions
tt0080863,Kings Road Entertainment
tt0080863,Metro-Goldwyn-Mayer
tt0080868,Metro-Goldwyn-Mayer
tt0080880,Canadian Film Development Corporation (CFDC)
tt0080888,Warner Bros. Pictures
tt0080889,Connelly Associates
tt0080889,Ely and Edy Landau
tt0080889,International Film Investors
tt0080889,Shan Productions
tt0080892,Arturo González Producciones Cinematográficas
tt0080892,SNPC - Società Nazionale Produzioni Cinematografiche
tt0080895,Stage III Productions
tt0080895,American International Pictures
tt0080895,Cinema 77
tt0080895,Filmways Pictures
tt0080899,Cinéproduction
tt0080899,Gaumont
tt0080899,Films Dara
tt0080902,Jaguar Video
tt0080902,World of Video 2000
tt0080903,Wheel Productions
tt0080903,The Rank Organisation
tt0080903,The Sigma Production
tt0080903,Metro-Goldwyn-Mayer
tt0080904,New World Pictures
tt0080905,Shaw Brothers
tt0080907,Paramount
tt0080907,Rastar Productions
tt0080910,C.P.C. Cinematografica
tt0080910,Centro de Produção e Comunicação
tt0080910,Embrafilme
tt0080910,Filmes 3
tt0080910,Glauber Rocha Comunicações Artísticas
tt0080910,Ponto Filmes
tt0080913,Kirkwood
tt0080913,Koch Company
tt0080916,Gold Production
tt0080916,JAPHILA PRODUCTION
tt0080916,Avia Films
tt0080917,Universal Pictures
tt0080922,Devon Film
tt0080923,Produzioni Intersound
tt0080928,Goodmark Productions Inc.
tt0080929,Renn Productions
tt0080929,France 3 Cinéma
tt0080931,Dialchi Film
tt0080931,Lotus Films
tt0080931,Televicine S.A. de C.V.
tt0080932,Hwa Tai Film Production Company
tt0080934,Universal Pictures
tt0080934,Zanuck/Brown Productions
tt0080936,Columbia Pictures
tt0080939,Mosfilm
tt0080948,EMI Films
tt0080950,Trinacra Films
tt0080951,AMLF
tt0080951,France 3 Cinéma
tt0080951,Pathé Renn Productions
tt0080957,Prospectacle
tt0080957,Les Films du Nautile
tt0080958,Orange Sky Golden Harvest
tt0080962,Toho Pictures
tt0080963,Pearl City Film Production Ltd.
tt0080973,Elite Film
tt0080979,TOHO
tt0080979,Kurosawa Production
tt0080979,20th Century Fox
tt0080979,American Zoetrope
tt0080997,Crown International Pictures
tt0080997,Sefel Films
tt0080999,Again Productions
tt0080999,APC
tt0080999,Kavalier Films
tt0081004,CFI Investments
tt0081027,Eurociné
tt0081027,J.E. Films (Julian Esteban Films)
tt0081031,Walt Disney Productions
tt0081043,Mosfilm
tt0081059,Falcon International Productions
tt0081060,Paramount
tt0081063,Universal Pictures
tt0081070,Calendar Productions
tt0081070,HandMade Films
tt0081070,Black Lion Films
tt0081071,United Artists
tt0081076,Gaumont
tt0081076,Action Films
tt0081080,Time Life Films
tt0081081,CMR International
tt0081081,Primex Italiana
tt0081086,Capital Film
tt0081086,Medusa Distribuzione
tt0081086,TV13
tt0081086,Whodunit Productions
tt0081086,Elephant Production
tt0081089,Filmauro
tt0081089,S.N. Prodis
tt0081097,Dragon Nation Film Co.
tt0081097,Hong Kong
tt0081097,"""Wu's Film Co."
tt0081097,"Ltd."""
tt0081102,Asso Asia Films
tt0081106,Filmalpha
tt0081106,RAI
tt0081106,Cooperativa Jean Vigo
tt0081107,Valisa Films Prod.
tt0081107,Société Nouvelle de Doublage SND
tt0081107,RTBF
tt0081109,David L. Wolper Productions
tt0081110,Melvin Simon Productions
tt0081110,20th Century Fox
tt0081112,Dania Film
tt0081112,Medusa Distribuzione
tt0081112,National Cinematografica
tt0081113,L.A. Produções Cinematográficas
tt0081113,Instituto Português do Cinema (IPC)
tt0081114,Magnum Motion Pictures Inc.
tt0081114,MPO Videotronics
tt0081130,Josephson & Nykvist HB
tt0081130,SF Studios
tt0081130,Svenska Filminstitutet
tt0081130,Treklövern
tt0081145,Dan Curtis Productions
tt0081148,ZDF
tt0081148,Theo Angelopoulos Films
tt0081148,RAI
tt0081150,Universal Pictures
tt0081159,Walt Disney Productions
tt0081160,Arctic-Filmi
tt0081163,G.W. Films
tt0081163,EMI Films
tt0081163,Agatha Christie Limited
tt0081170,Dania Film
tt0081176,Philippe Dussart
tt0081176,TF1
tt0081176,Andrea Films
tt0081178,Amicus Productions
tt0081182,TV13
tt0081182,Gaumont International
tt0081182,Little Bear
tt0081182,Sara Films
tt0081182,SFP
tt0081182,Selta Films
tt0081182,Antenne 2
tt0081184,Camp Hill
tt0081184,United Artists
tt0081186,Duty Productions
tt0081186,United Film Distribution Company (UFDC)
tt0081186,Troma Entertainment
tt0081187,Polyc International BV
tt0081187,Columbia Pictures
tt0081193,Cinevisión
tt0081197,Ízaro Films
tt0081197,Producciones Esme S.A.
tt0081203,Coco Films I
tt0081203,Canadian Film Development Corporation (CFDC)
tt0081203,Famous Players
tt0081204,Ciné-Tamaris
tt0081207,Melvin Simon Productions
tt0081207,Market Street Productions
tt0081207,20th Century Fox
tt0081228,Pan Pacific Productions
